,temp,atemp,humidity,windspeed
10274,18.04,21.97,54,16.9979
10275,18.04,21.97,54,16.9979
10276,18.04,21.97,54,12.998
10277,17.22,21.21,58,16.9979
10278,17.22,21.21,58,12.998
10279,16.4,20.455,58,16.9979
10280,16.4,20.455,58,19.0012
10281,15.58,19.695,62,16.9979
10282,15.58,19.695,54,15.0013
10283,13.94,17.425,66,7.0015
10284,13.94,17.425,66,7.0015
10285,10.66,15.15,81,0.0
10286,10.66,15.15,81,0.0
10287,10.66,15.15,81,0.0
10288,10.66,13.635,81,8.9981
10289,10.66,14.395,81,6.0032
10290,9.84,12.88,87,6.0032
10291,9.84,12.12,87,8.9981
10292,9.84,12.12,87,8.9981
10293,9.84,12.12,87,8.9981
10294,10.66,12.12,93,16.9979
10295,11.48,13.635,89,11.0014
10296,13.12,16.665,76,7.0015
10297,13.12,16.665,81,6.0032
10298,13.94,18.18,76,0.0
10299,14.76,18.94,71,0.0
10300,16.4,20.455,62,0.0
10301,15.58,19.695,66,0.0
10302,13.94,17.425,76,7.0015
10303,13.94,18.18,76,0.0
10304,13.12,17.425,81,0.0
10305,13.12,17.425,81,0.0
10306,12.3,16.665,87,0.0
10307,12.3,16.665,87,0.0
10308,13.12,17.425,81,0.0
10309,12.3,15.91,87,6.0032
10310,12.3,15.91,87,6.0032
10311,12.3,16.665,87,0.0
10312,10.66,15.15,93,0.0
10313,10.66,15.15,93,0.0
10314,10.66,15.15,93,0.0
10315,9.84,12.12,93,8.9981
10316,9.84,12.12,93,8.9981
10317,10.66,14.395,93,6.0032
10318,11.48,13.635,93,11.0014
10319,12.3,16.665,87,0.0
10320,13.12,15.91,81,11.0014
10321,13.94,16.665,81,11.0014
10322,16.4,20.455,71,15.0013
10323,18.04,21.97,62,16.9979
10324,18.04,21.97,67,8.9981
10325,18.04,21.97,67,7.0015
10326,16.4,20.455,76,12.998
10327,18.04,21.97,72,7.0015
10328,16.4,20.455,82,12.998
10329,17.22,21.21,82,12.998
10330,18.04,21.97,77,15.0013
10331,18.04,21.97,77,12.998
10332,17.22,21.21,82,8.9981
10333,17.22,21.21,82,11.0014
10334,16.4,20.455,82,8.9981
10335,17.22,21.21,77,11.0014
10336,15.58,19.695,87,0.0
10337,14.76,18.94,93,0.0
10338,13.94,17.425,93,6.0032
10339,14.76,18.94,93,0.0
10340,13.94,18.18,93,0.0
10341,14.76,18.94,93,0.0
10342,16.4,20.455,87,6.0032
10343,18.04,21.97,77,8.9981
10344,19.68,23.485,77,8.9981
10345,21.32,25.0,68,11.0014
10346,23.78,27.275,56,6.0032
10347,24.6,31.06,53,0.0
10348,24.6,31.06,56,0.0
10349,24.6,31.06,53,8.9981
10350,21.32,25.0,63,7.0015
10351,20.5,24.24,68,6.0032
10352,20.5,24.24,68,6.0032
10353,18.86,22.725,77,0.0
10354,18.04,21.97,82,12.998
10355,17.22,21.21,82,7.0015
10356,17.22,21.21,82,7.0015
10357,17.22,21.21,88,7.0015
10358,17.22,21.21,82,7.0015
10359,17.22,21.21,88,6.0032
10360,16.4,20.455,87,8.9981
10361,16.4,20.455,87,8.9981
10362,18.04,21.97,88,0.0
10363,14.76,18.94,93,0.0
10364,17.22,21.21,88,8.9981
10365,18.04,21.97,88,11.0014
10366,18.86,22.725,82,7.0015
10367,18.86,22.725,82,12.998
10368,19.68,23.485,77,12.998
10369,21.32,25.0,68,12.998
10370,22.14,25.76,64,11.0014
10371,23.78,27.275,56,15.0013
10372,24.6,31.06,49,16.9979
10373,23.78,27.275,49,19.0012
10374,20.5,24.24,63,15.0013
10375,19.68,23.485,67,15.0013
10376,20.5,24.24,63,15.0013
10377,20.5,24.24,63,16.9979
10378,20.5,24.24,63,19.9995
10379,19.68,23.485,67,16.9979
10380,20.5,24.24,59,19.0012
10381,21.32,25.0,55,22.0028
10382,18.86,22.725,67,11.0014
10383,19.68,23.485,67,8.9981
10384,20.5,24.24,63,30.0026
10385,20.5,24.24,59,19.0012
10386,19.68,23.485,55,26.0027
10387,18.86,22.725,59,19.9995
10388,18.04,21.97,51,15.0013
10389,18.04,21.97,47,23.9994
10390,18.04,21.97,44,19.0012
10391,18.04,21.97,41,19.0012
10392,18.86,22.725,41,19.0012
10393,19.68,23.485,33,32.9975
10394,19.68,23.485,33,19.0012
10395,18.86,22.725,33,19.0012
10396,18.04,21.97,35,19.0012
10397,17.22,21.21,35,30.0026
10398,15.58,19.695,43,23.9994
10399,13.94,15.15,46,26.0027
10400,13.94,15.15,46,27.9993
10401,13.12,14.395,45,26.0027
10402,12.3,13.635,49,26.0027
10403,10.66,12.12,48,19.0012
10404,10.66,12.12,48,19.0012
10405,9.84,10.605,52,19.0012
10406,9.02,11.365,55,12.998
10407,9.02,10.605,55,19.9995
10408,9.02,10.605,55,19.0012
10409,9.02,10.605,55,19.9995
10410,9.02,10.605,51,19.9995
10411,9.02,10.605,51,19.9995
10412,9.84,11.365,48,12.998
10413,9.84,11.365,52,12.998
10414,10.66,12.88,48,11.0014
10415,11.48,15.91,41,0.0
10416,12.3,16.665,39,0.0
10417,12.3,15.91,42,6.0032
10418,13.12,17.425,39,0.0
10419,13.12,17.425,42,0.0
10420,12.3,15.91,45,7.0015
10421,11.48,13.635,45,11.0014
10422,10.66,12.88,60,12.998
10423,9.84,12.88,60,7.0015
10424,9.84,12.12,60,8.9981
10425,9.84,12.12,65,11.0014
10426,9.84,12.12,65,11.0014
10427,9.84,12.88,70,7.0015
10428,9.84,11.365,70,12.998
10429,10.66,13.635,70,8.9981
10430,10.66,12.88,81,12.998
10431,10.66,13.635,75,7.0015
10432,10.66,13.635,81,7.0015
10433,11.48,13.635,75,11.0014
10434,11.48,13.635,81,11.0014
10435,12.3,14.395,75,12.998
10436,12.3,15.15,81,8.9981
10437,13.12,15.91,76,11.0014
10438,13.12,15.91,76,12.998
10439,13.94,16.665,71,12.998
10440,14.76,17.425,66,8.9981
10441,14.76,17.425,71,11.0014
10442,14.76,17.425,71,11.0014
10443,14.76,17.425,76,8.9981
10444,15.58,19.695,66,0.0
10445,15.58,19.695,71,7.0015
10446,15.58,19.695,76,0.0
10447,15.58,19.695,76,7.0015
10448,14.76,18.18,93,7.0015
10449,14.76,18.18,93,6.0032
10450,14.76,18.18,93,6.0032
10451,14.76,18.18,93,6.0032
10452,14.76,17.425,93,8.9981
10453,14.76,17.425,93,8.9981
10454,14.76,18.18,93,7.0015
10455,14.76,18.94,93,0.0
10456,14.76,18.18,93,7.0015
10457,14.76,18.18,93,7.0015
10458,14.76,18.18,100,6.0032
10459,15.58,19.695,94,6.0032
10460,15.58,19.695,94,0.0
10461,16.4,20.455,87,8.9981
10462,16.4,20.455,87,7.0015
10463,16.4,20.455,87,15.0013
10464,16.4,20.455,87,11.0014
10465,16.4,20.455,87,19.0012
10466,17.22,21.21,82,11.0014
10467,17.22,21.21,82,11.0014
10468,15.58,19.695,87,8.9981
10469,16.4,20.455,87,7.0015
10470,16.4,20.455,87,0.0
10471,14.76,18.94,100,0.0
10472,14.76,18.94,100,0.0
10473,15.58,19.695,94,7.0015
10474,16.4,20.455,94,0.0
10475,16.4,20.455,87,8.9981
10476,16.4,20.455,87,7.0015
10477,16.4,20.455,87,7.0015
10478,16.4,20.455,87,7.0015
10479,16.4,20.455,94,7.0015
10480,16.4,20.455,87,7.0015
10481,16.4,20.455,94,7.0015
10482,16.4,20.455,87,15.0013
10483,16.4,20.455,87,11.0014
10484,16.4,20.455,87,16.9979
10485,16.4,20.455,87,19.0012
10486,16.4,20.455,87,19.9995
10487,16.4,20.455,82,19.9995
10488,15.58,19.695,87,19.0012
10489,15.58,19.695,87,12.998
10490,14.76,17.425,93,11.0014
10491,14.76,17.425,93,11.0014
10492,14.76,17.425,93,8.9981
10493,14.76,18.18,93,6.0032
10494,15.58,19.695,94,6.0032
10495,14.76,18.18,100,6.0032
10496,14.76,18.18,100,7.0015
10497,14.76,18.18,93,7.0015
10498,14.76,18.18,100,6.0032
10499,14.76,18.18,100,6.0032
10500,14.76,18.94,100,0.0
10501,15.58,19.695,94,7.0015
10502,15.58,19.695,94,7.0015
10503,15.58,19.695,94,7.0015
10504,15.58,19.695,94,7.0015
10505,15.58,19.695,94,11.0014
10506,15.58,19.695,94,16.9979
10507,17.22,21.21,100,16.9979
10508,17.22,21.21,100,15.0013
10509,18.04,21.97,94,15.0013
10510,18.86,22.725,94,15.0013
10511,18.04,21.97,100,15.0013
10512,18.04,21.97,100,15.0013
10513,20.5,24.24,94,15.0013
10514,20.5,24.24,87,11.0014
10515,20.5,24.24,88,7.0015
10516,19.68,23.485,82,19.0012
10517,18.86,22.725,88,19.0012
10518,21.32,25.0,77,19.0012
10519,18.86,22.725,88,16.9979
10520,18.86,22.725,94,12.998
10521,20.5,24.24,82,15.0013
10522,18.86,22.725,88,16.9979
10523,18.86,22.725,77,31.0009
10524,17.22,21.21,71,30.0026
10525,16.4,20.455,66,22.0028
10526,14.76,16.665,76,19.0012
10527,13.94,15.91,76,19.0012
10528,13.94,15.15,71,22.0028
10529,13.94,15.15,71,19.9995
10530,13.94,15.15,66,27.9993
10531,13.94,15.15,61,19.9995
10532,13.94,15.15,61,26.0027
10533,14.76,16.665,57,22.0028
10534,14.76,16.665,53,23.9994
10535,14.76,15.91,53,30.0026
10536,15.58,19.695,50,15.0013
10537,15.58,19.695,50,15.0013
10538,15.58,19.695,50,15.0013
10539,15.58,19.695,50,15.0013
10540,13.12,15.15,53,15.0013
10541,13.12,15.15,53,15.0013
10542,13.12,15.15,53,15.0013
10543,13.12,15.15,53,15.0013
10544,13.12,15.91,53,12.998
10545,12.3,14.395,56,15.0013
10546,12.3,14.395,52,15.0013
10547,12.3,15.15,52,11.0014
10548,11.48,13.635,61,15.0013
10549,11.48,13.635,56,11.0014
10550,10.66,13.635,60,8.9981
10551,10.66,15.15,60,0.0
10552,10.66,12.88,60,12.998
10553,10.66,12.12,60,16.9979
10554,10.66,12.88,60,12.998
10555,10.66,12.88,65,11.0014
10556,11.48,14.395,61,8.9981
10557,12.3,15.15,56,11.0014
10558,13.12,15.15,49,15.0013
10559,13.94,18.18,42,0.0
10560,13.94,18.18,42,0.0
10561,13.94,18.18,46,0.0
10562,13.94,17.425,46,7.0015
10563,13.94,16.665,46,8.9981
10564,13.12,15.15,53,15.0013
10565,13.12,15.15,49,15.0013
10566,12.3,14.395,56,15.0013
10567,12.3,14.395,52,19.0012
10568,12.3,14.395,52,16.9979
10569,12.3,14.395,52,15.0013
10570,11.48,13.635,56,15.0013
10571,11.48,13.635,52,15.0013
10572,11.48,12.88,52,19.0012
10573,10.66,12.12,56,16.9979
10574,10.66,12.12,56,19.0012
10575,10.66,12.88,56,12.998
10576,10.66,12.88,56,11.0014
10577,10.66,12.12,56,16.9979
10578,9.84,11.365,60,15.0013
10579,9.84,11.365,60,12.998
10580,11.48,13.635,52,16.9979
10581,13.12,15.15,45,19.0012
10582,13.94,15.91,42,16.9979
10583,14.76,16.665,40,16.9979
10584,14.76,17.425,34,12.998
10585,14.76,17.425,34,11.0014
10586,14.76,17.425,34,8.9981
10587,13.94,17.425,39,7.0015
10588,13.12,16.665,42,7.0015
10589,13.12,16.665,42,7.0015
10590,12.3,15.15,45,11.0014
10591,12.3,16.665,45,0.0
10592,11.48,15.91,48,0.0
10593,10.66,14.395,60,6.0032
10594,10.66,15.15,60,0.0
10595,9.02,12.88,64,6.0032
10596,9.02,12.88,69,6.0032
10597,9.02,13.635,69,0.0
10598,8.2,11.365,69,7.0015
10599,8.2,11.365,75,6.0032
10600,8.2,11.365,69,7.0015
10601,6.56,9.09,80,7.0015
10602,8.2,10.605,72,7.0015
10603,8.2,11.365,69,6.0032
10604,9.84,12.12,75,8.9981
10605,10.66,12.88,81,12.998
10606,13.12,15.15,65,12.998
10607,14.76,17.425,50,12.998
10608,14.76,17.425,50,15.0013
10609,16.4,20.455,43,12.998
10610,16.4,20.455,47,11.0014
10611,15.58,19.695,54,12.998
10612,13.94,16.665,57,11.0014
10613,14.76,17.425,46,8.9981
10614,13.94,17.425,53,6.0032
10615,13.12,16.665,61,8.9981
10616,12.3,15.15,75,11.0014
10617,11.48,14.395,75,7.0015
10618,11.48,15.15,75,6.0032
10619,12.3,16.665,70,0.0
10620,10.66,14.395,81,6.0032
10621,10.66,15.15,81,0.0
10622,9.84,14.395,81,0.0
10623,9.84,12.88,87,7.0015
10624,10.66,15.15,75,0.0
10625,9.84,14.395,75,0.0
10626,9.84,12.88,75,6.0032
10627,10.66,14.395,75,6.0032
10628,10.66,13.635,75,7.0015
10629,13.12,15.91,61,11.0014
10630,13.94,17.425,61,6.0032
10631,15.58,19.695,50,6.0032
10632,15.58,19.695,54,16.9979
10633,16.4,20.455,50,11.0014
10634,17.22,21.21,47,0.0
10635,16.4,20.455,50,8.9981
10636,16.4,20.455,50,15.0013
10637,15.58,19.695,58,11.0014
10638,14.76,17.425,62,8.9981
10639,14.76,17.425,57,12.998
10640,14.76,17.425,62,8.9981
10641,14.76,17.425,62,12.998
10642,14.76,17.425,62,8.9981
10643,14.76,18.94,62,0.0
10644,13.94,17.425,76,7.0015
10645,13.94,17.425,87,6.0032
10646,13.94,16.665,87,12.998
10647,13.94,18.18,87,0.0
10648,13.94,18.18,87,0.0
10649,13.94,18.18,87,0.0
10650,13.94,17.425,87,6.0032
10651,14.76,17.425,87,8.9981
10652,14.76,17.425,87,8.9981
10653,14.76,17.425,87,8.9981
10654,14.76,17.425,87,8.9981
10655,15.58,19.695,82,12.998
10656,15.58,19.695,76,12.998
10657,15.58,19.695,76,8.9981
10658,15.58,19.695,82,7.0015
10659,15.58,19.695,82,7.0015
10660,15.58,19.695,82,7.0015
10661,15.58,19.695,82,7.0015
10662,14.76,17.425,93,8.9981
10663,15.58,19.695,82,0.0
10664,14.76,18.94,93,0.0
10665,16.4,20.455,82,12.998
10666,14.76,17.425,93,8.9981
10667,15.58,19.695,87,0.0
10668,15.58,19.695,87,7.0015
10669,15.58,19.695,94,0.0
10670,14.76,18.94,93,0.0
10671,14.76,18.94,100,0.0
10672,15.58,19.695,87,0.0
10673,14.76,17.425,93,8.9981
10674,14.76,17.425,93,8.9981
10675,15.58,19.695,87,7.0015
10676,16.4,20.455,87,0.0
10677,15.58,19.695,87,6.0032
10678,16.4,20.455,87,6.0032
10679,16.4,20.455,87,0.0
10680,16.4,20.455,87,8.9981
10681,16.4,20.455,87,6.0032
10682,17.22,21.21,88,0.0
10683,16.4,20.455,94,16.9979
10684,16.4,20.455,94,16.9979
10685,16.4,20.455,94,6.0032
10686,17.22,21.21,88,8.9981
10687,17.22,21.21,94,16.9979
10688,17.22,21.21,94,8.9981
10689,17.22,21.21,94,8.9981
10690,17.22,21.21,94,15.0013
10691,18.04,21.97,94,8.9981
10692,18.04,21.97,94,8.9981
10693,18.04,21.97,88,15.0013
10694,17.22,21.21,88,12.998
10695,17.22,21.21,82,11.0014
10696,15.58,19.695,87,6.0032
10697,14.76,17.425,93,11.0014
10698,14.76,17.425,93,8.9981
10699,15.58,19.695,94,0.0
10700,16.4,20.455,87,6.0032
10701,18.04,21.97,77,6.0032
10702,19.68,23.485,63,15.0013
10703,19.68,23.485,48,16.9979
10704,20.5,24.24,42,19.0012
10705,18.86,22.725,47,30.0026
10706,18.86,22.725,44,32.9975
10707,18.04,21.97,41,31.0009
10708,16.4,20.455,47,30.0026
10709,15.58,19.695,46,22.0028
10710,15.58,19.695,46,26.0027
10711,14.76,16.665,50,16.9979
10712,14.76,17.425,50,15.0013
10713,13.94,16.665,49,0.0
10714,13.94,17.425,49,6.0032
10715,12.3,15.91,61,0.0
10716,12.3,15.91,65,6.0032
10717,11.48,15.15,65,6.0032
10718,10.66,13.635,75,8.9981
10719,9.84,12.12,75,8.9981
10720,10.66,14.395,75,6.0032
10721,9.84,12.88,75,6.0032
10722,10.66,13.635,75,8.9981
10723,9.84,12.88,87,7.0015
10724,11.48,14.395,75,7.0015
10725,13.12,16.665,70,7.0015
10726,16.4,20.455,54,15.0013
10727,16.4,20.455,54,19.0012
10728,17.22,21.21,50,12.998
10729,17.22,21.21,50,12.998
10730,17.22,21.21,50,19.0012
10731,17.22,21.21,50,23.9994
10732,16.4,20.455,50,26.0027
10733,15.58,19.695,50,23.9994
10734,15.58,19.695,50,26.0027
10735,14.76,17.425,57,15.0013
10736,13.94,15.91,61,15.0013
10737,13.94,17.425,61,6.0032
10738,13.12,16.665,66,8.9981
10739,10.66,11.365,56,26.0027
10740,10.66,13.635,56,0.0
10741,10.66,13.635,56,0.0
10742,10.66,12.88,56,11.0014
10743,10.66,12.88,56,11.0014
10744,9.84,11.365,60,15.0013
10745,9.02,10.605,60,15.0013
10746,9.02,10.605,55,15.0013
10747,9.02,10.605,55,19.0012
10748,9.84,11.365,52,15.0013
10749,10.66,11.365,48,19.9995
10750,11.48,13.635,45,11.0014
10751,12.3,16.665,42,0.0
10752,11.48,14.395,45,7.0015
10753,12.3,15.15,45,8.9981
10754,13.12,15.91,45,12.998
10755,12.3,15.15,49,8.9981
10756,12.3,15.91,49,7.0015
10757,10.66,12.88,56,12.998
10758,10.66,11.365,56,22.0028
10759,10.66,12.12,60,19.0012
10760,9.84,11.365,60,16.9979
10761,9.84,10.605,65,19.0012
10762,9.84,10.605,65,22.0028
10763,9.84,11.365,70,16.9979
10764,9.84,11.365,70,16.9979
10765,9.84,12.12,75,11.0014
10766,9.02,10.605,80,19.9995
10767,9.02,12.88,87,6.0032
10768,9.84,9.85,60,27.9993
10769,9.02,10.605,55,16.9979
10770,8.2,9.09,51,19.0012
10771,8.2,9.09,47,22.0028
10772,8.2,9.09,51,23.9994
10773,8.2,8.335,47,31.0009
10774,9.02,9.09,41,31.0009
10775,9.02,9.09,27,39.0007
10776,8.2,7.575,21,39.0007
10777,8.2,7.575,25,35.0008
10778,6.56,6.06,26,30.0026
10779,6.56,6.82,26,23.9994
10780,5.74,6.06,28,23.9994
10781,4.92,6.06,30,16.9979
10782,4.92,5.305,30,22.0028
10783,4.1,3.79,33,27.9993
10784,3.28,3.79,38,19.0012
10785,2.46,1.515,41,26.0027
10786,2.46,2.275,38,22.0028
10787,1.64,1.515,45,16.9979
10788,1.64,0.0,41,26.0027
10789,1.64,1.515,41,16.9979
10790,1.64,1.515,41,19.0012
10791,0.82,0.76,48,19.9995
10792,0.82,1.515,44,15.0013
10793,0.82,0.76,44,19.0012
10794,0.82,0.0,44,22.0028
10795,1.64,1.515,41,16.9979
10796,1.64,3.03,41,11.0014
10797,2.46,3.79,38,8.9981
10798,2.46,5.305,38,7.0015
10799,3.28,8.335,35,0.0
10800,4.1,6.82,33,7.0015
10801,4.92,7.575,28,0.0
10802,4.92,6.82,28,12.998
10803,4.92,9.85,28,0.0
10804,3.28,4.545,35,12.998
10805,3.28,5.305,35,8.9981
10806,2.46,3.79,45,11.0014
10807,2.46,5.305,41,6.0032
10808,2.46,7.575,49,0.0
10809,1.64,3.79,57,7.0015
10810,1.64,3.79,57,7.0015
10811,1.64,3.79,57,7.0015
10812,0.82,3.03,62,8.9981
10813,0.82,3.03,62,8.9981
10814,1.64,3.79,57,7.0015
10815,1.64,3.79,57,7.0015
10816,3.28,5.305,58,11.0014
10817,2.46,3.79,62,11.0014
10818,4.1,3.79,54,23.9994
10819,5.74,5.305,46,26.0027
10820,5.74,6.82,43,15.0013
10821,6.56,6.06,37,31.0009
10822,5.74,5.305,33,26.0027
10823,6.56,6.82,28,23.9994
10824,6.56,6.82,28,23.9994
10825,6.56,6.82,26,22.0028
10826,5.74,5.305,26,26.0027
10827,4.92,6.06,30,16.9979
10828,4.92,6.06,30,19.0012
10829,4.1,5.305,36,16.9979
10830,4.1,5.305,36,12.998
10831,3.28,4.545,38,12.998
10832,2.46,3.03,41,15.0013
10833,2.46,3.03,41,12.998
10834,1.64,2.275,45,12.998
10835,1.64,1.515,45,16.9979
10836,0.82,3.03,48,8.9981
10837,0.82,3.03,48,8.9981
10838,0.82,3.79,48,6.0032
10839,0.82,6.06,48,0.0
10840,1.64,6.82,49,0.0
10841,2.46,7.575,41,0.0
10842,4.1,6.82,42,0.0
10843,4.1,6.06,46,8.9981
10844,4.92,6.82,42,12.998
10845,5.74,6.82,43,15.0013
10846,5.74,6.82,46,15.0013
10847,6.56,8.335,40,11.0014
10848,6.56,7.575,47,16.9979
10849,5.74,6.06,50,16.9979
10850,5.74,6.82,59,12.998
10851,5.74,7.575,54,11.0014
10852,5.74,6.82,59,12.998
10853,5.74,7.575,63,11.0014
10854,5.74,6.82,63,15.0013
10855,6.56,7.575,64,16.9979
10856,6.56,6.82,69,19.0012
10857,6.56,8.335,69,11.0014
10858,6.56,7.575,69,15.0013
10859,5.74,8.335,74,7.0015
10860,5.74,6.82,74,15.0013
10861,6.56,9.09,74,7.0015
10862,6.56,7.575,74,15.0013
10863,6.56,9.09,74,8.9981
10864,8.2,11.365,64,6.0032
10865,9.02,12.12,60,7.0015
10866,9.84,12.12,60,8.9981
10867,10.66,14.395,56,6.0032
10868,10.66,13.635,56,8.9981
10869,12.3,16.665,45,0.0
10870,13.12,17.425,42,0.0
10871,13.12,17.425,42,0.0
10872,12.3,16.665,45,0.0
10873,12.3,15.91,49,6.0032
10874,10.66,12.88,65,11.0014
10875,9.84,11.365,65,12.998
10876,9.84,11.365,65,12.998
10877,9.02,11.365,64,11.0014
10878,9.02,11.365,64,11.0014
10879,9.02,11.365,69,8.9981
10880,9.84,12.12,65,8.9981
10881,9.02,11.365,69,12.998
10882,8.2,9.09,86,19.0012
10883,8.2,9.09,86,19.0012
10884,9.02,10.605,87,19.9995
10885,9.02,10.605,87,19.9995
10886,9.02,10.605,87,19.9995
10887,9.02,10.605,93,19.0012
10888,9.02,9.85,93,22.0028
10889,9.02,9.85,93,22.0028
10890,9.02,9.85,93,22.0028
10891,9.02,9.85,93,23.9994
10892,9.02,9.09,93,31.0009
10893,9.02,9.85,93,22.0028
10894,8.2,9.09,93,23.9994
10895,9.02,11.365,55,12.998
10896,9.02,12.12,55,7.0015
10897,8.2,11.365,69,6.0032
10898,8.2,11.365,69,6.0032
10899,7.38,10.605,74,6.0032
10900,7.38,10.605,74,6.0032
10901,7.38,10.605,74,6.0032
10902,7.38,9.85,80,11.0014
10903,8.2,10.605,75,8.9981
10904,8.2,10.605,75,8.9981
10905,8.2,10.605,75,11.0014
10906,8.2,11.365,75,7.0015
10907,7.38,10.605,80,7.0015
10908,7.38,9.85,80,8.9981
10909,6.56,9.85,86,6.0032
10910,6.56,9.85,86,6.0032
10911,7.38,10.605,86,6.0032
10912,7.38,10.605,86,7.0015
10913,7.38,10.605,93,7.0015
10914,7.38,10.605,93,7.0015
10915,7.38,10.605,93,7.0015
10916,9.02,13.635,80,0.0
10917,8.2,12.88,86,0.0
10918,9.02,13.635,80,0.0
10919,9.84,12.12,75,8.9981
10920,9.84,11.365,75,12.998
10921,9.84,12.12,75,8.9981
10922,9.84,11.365,70,12.998
10923,9.02,11.365,75,8.9981
10924,9.84,10.605,65,23.9994
10925,9.84,11.365,60,15.0013
10926,9.02,9.85,64,23.9994
10927,9.02,11.365,64,12.998
10928,9.02,11.365,64,11.0014
10929,8.2,10.605,64,8.9981
10930,6.56,9.09,69,7.0015
10931,6.56,9.09,64,8.9981
10932,6.56,9.09,59,7.0015
10933,7.38,9.85,55,11.0014
10934,7.38,10.605,59,6.0032
10935,7.38,10.605,64,7.0015
10936,7.38,9.85,64,8.9981
10937,8.2,9.85,59,12.998
10938,9.02,11.365,55,11.0014
10939,9.02,11.365,60,8.9981
10940,9.02,10.605,69,16.9979
10941,9.84,12.12,60,11.0014
10942,9.84,14.395,60,0.0
10943,9.02,11.365,69,8.9981
10944,9.02,10.605,69,16.9979
10945,7.38,10.605,74,6.0032
10946,7.38,10.605,74,6.0032
10947,6.56,9.85,80,6.0032
10948,6.56,9.85,80,6.0032
10949,6.56,9.09,80,7.0015
10950,5.74,10.605,80,0.0
10951,6.56,11.365,80,0.0
10952,5.74,10.605,93,0.0
10953,5.74,10.605,93,0.0
10954,5.74,10.605,86,0.0
10955,5.74,10.605,86,0.0
10956,5.74,10.605,86,0.0
10957,6.56,11.365,80,0.0
10958,7.38,12.12,80,0.0
10959,9.02,13.635,75,0.0
10960,12.3,15.91,52,7.0015
10961,11.48,14.395,61,7.0015
10962,11.48,15.15,61,6.0032
10963,12.3,16.665,56,0.0
10964,12.3,16.665,56,0.0
10965,12.3,14.395,56,12.998
10966,10.66,12.88,65,11.0014
10967,10.66,12.88,65,12.998
10968,10.66,13.635,65,7.0015
10969,9.84,12.12,70,11.0014
10970,9.84,11.365,70,12.998
10971,9.84,10.605,65,19.0012
10972,9.84,11.365,65,15.0013
10973,9.02,10.605,64,16.9979
10974,9.02,11.365,64,12.998
10975,9.02,11.365,64,12.998
10976,8.2,9.85,59,15.0013
10977,7.38,8.335,64,19.0012
10978,6.56,6.82,69,22.0028
10979,6.56,6.82,64,19.0012
10980,6.56,6.82,59,19.0012
10981,6.56,6.82,59,19.9995
10982,6.56,7.575,59,12.998
10983,6.56,7.575,59,12.998
10984,7.38,10.605,55,7.0015
10985,6.56,11.365,59,0.0
10986,7.38,9.85,55,8.9981
10987,6.56,9.09,59,8.9981
10988,6.56,9.09,56,12.998
10989,6.56,7.575,59,12.998
10990,6.56,7.575,55,15.0013
10991,12.3,15.91,61,7.0015
10992,6.56,8.335,59,11.0014
10993,6.56,9.85,59,6.0032
10994,6.56,9.09,59,7.0015
10995,6.56,9.85,64,6.0032
10996,10.66,10.605,35,30.0026
10997,9.84,9.85,41,31.0009
10998,9.84,9.85,41,36.9974
10999,9.02,9.09,44,36.9974
11000,9.02,9.09,44,36.9974
11001,8.2,9.09,47,19.9995
11002,7.38,8.335,51,16.9979
11003,8.2,11.365,51,7.0015
11004,9.02,10.605,47,19.0012
11005,10.66,12.88,41,12.998
11006,12.3,15.15,33,11.0014
11007,12.3,15.91,33,7.0015
11008,13.94,16.665,29,0.0
11009,14.76,17.425,27,11.0014
11010,14.76,18.18,27,6.0032
11011,14.76,18.18,29,6.0032
11012,13.94,17.425,33,11.0014
11013,13.94,16.665,36,8.9981
11014,13.94,16.665,36,8.9981
11015,13.94,18.18,42,0.0
11016,13.12,17.425,53,0.0
11017,13.12,15.15,57,15.0013
11018,12.3,15.15,61,11.0014
11019,13.94,15.15,42,22.0028
11020,13.94,15.15,42,22.0028
11021,13.94,15.15,42,22.0028
11022,13.94,15.15,42,19.9995
11023,13.12,15.91,45,11.0014
11024,13.94,18.18,36,0.0
11025,17.22,21.21,26,19.9995
11026,17.22,21.21,26,19.0012
11027,13.12,15.15,57,19.9995
11028,13.12,15.15,57,19.0012
11029,13.12,15.15,57,16.9979
11030,13.12,16.665,57,7.0015
11031,13.12,15.91,66,12.998
11032,12.3,13.635,81,22.0028
11033,13.12,15.15,76,16.9979
11034,12.3,13.635,70,30.0026
11035,11.48,12.12,75,27.9993
11036,11.48,12.88,75,26.0027
11037,9.84,10.605,87,23.9994
11038,9.84,10.605,87,23.9994
11039,9.84,10.605,81,26.0027
11040,9.02,9.85,75,30.0026
11041,8.2,8.335,75,27.9993
11042,8.2,8.335,75,27.9993
11043,4.92,6.06,80,19.0012
11044,4.92,6.06,80,19.0012
11045,4.92,6.06,80,16.9979
11046,5.74,6.06,74,16.9979
11047,6.56,9.09,69,0.0
11048,6.56,11.365,64,0.0
11049,8.2,11.365,59,7.0015
11050,9.02,11.365,55,11.0014
11051,9.02,11.365,55,12.998
11052,9.84,11.365,48,12.998
11053,9.02,11.365,51,11.0014
11054,9.02,10.605,51,15.0013
11055,9.02,11.365,47,8.9981
11056,8.2,9.09,47,19.0012
11057,8.2,9.85,47,15.0013
11058,8.2,9.85,47,16.9979
11059,6.56,7.575,43,16.9979
11060,6.56,7.575,43,16.9979
