,weather,count,registered,casual
5434,1,201.0,143.0,58.0
5435,1,223.0,141.0,82.0
5436,1,267.0,147.0,120.0
5437,1,265.0,164.0,101.0
5438,2,215.0,147.0,68.0
5439,2,111.0,75.0,36.0
5440,3,106.0,81.0,25.0
5441,3,105.0,85.0,20.0
5442,2,83.0,58.0,25.0
5443,2,71.0,61.0,10.0
5444,1,66.0,53.0,13.0
5445,1,29.0,25.0,4.0
5446,1,39.0,31.0,8.0
5447,1,12.0,11.0,1.0
5448,1,7.0,6.0,1.0
5449,1,4.0,4.0,0.0
5450,1,4.0,3.0,1.0
5451,1,14.0,14.0,0.0
5452,1,16.0,16.0,0.0
5453,1,53.0,51.0,2.0
5454,1,68.0,53.0,15.0
5455,1,109.0,89.0,20.0
5456,1,175.0,142.0,33.0
5457,1,202.0,161.0,41.0
5458,1,176.0,150.0,26.0
5459,1,151.0,141.0,10.0
5460,1,168.0,139.0,29.0
5461,1,154.0,144.0,10.0
5462,1,153.0,136.0,17.0
5463,1,126.0,113.0,13.0
5464,1,93.0,89.0,4.0
5465,1,88.0,83.0,5.0
5466,2,66.0,63.0,3.0
5467,2,39.0,36.0,3.0
5468,1,34.0,32.0,2.0
5469,1,13.0,13.0,0.0
5470,1,6.0,5.0,1.0
5471,1,3.0,3.0,0.0
5472,1,2.0,2.0,0.0
5473,1,5.0,5.0,0.0
5474,1,12.0,12.0,0.0
5475,1,85.0,81.0,4.0
5476,1,170.0,168.0,2.0
5477,1,354.0,349.0,5.0
5478,1,153.0,145.0,8.0
5479,1,60.0,55.0,5.0
5480,1,75.0,63.0,12.0
5481,1,74.0,70.0,4.0
5482,1,73.0,68.0,5.0
5483,1,79.0,72.0,7.0
5484,1,77.0,68.0,9.0
5485,1,136.0,129.0,7.0
5486,1,245.0,241.0,4.0
5487,1,224.0,214.0,10.0
5488,1,156.0,152.0,4.0
5489,1,115.0,115.0,0.0
5490,1,68.0,66.0,2.0
5491,1,33.0,33.0,0.0
5492,1,18.0,18.0,0.0
5493,1,9.0,9.0,0.0
5494,1,3.0,3.0,0.0
5495,1,1.0,1.0,0.0
5496,1,1.0,1.0,0.0
5497,1,2.0,2.0,0.0
5498,1,14.0,14.0,0.0
5499,1,59.0,59.0,0.0
5500,1,152.0,151.0,1.0
5501,1,315.0,310.0,5.0
5502,1,180.0,173.0,7.0
5503,1,64.0,57.0,7.0
5504,2,46.0,40.0,6.0
5505,2,84.0,75.0,9.0
5506,2,91.0,82.0,9.0
5507,2,75.0,69.0,6.0
5508,2,90.0,81.0,9.0
5509,2,131.0,123.0,8.0
5510,2,281.0,272.0,9.0
5511,2,289.0,280.0,9.0
5512,2,184.0,182.0,2.0
5513,2,123.0,121.0,2.0
5514,2,90.0,88.0,2.0
5515,2,52.0,48.0,4.0
5516,2,32.0,32.0,0.0
5517,2,14.0,13.0,1.0
5518,1,5.0,5.0,0.0
5519,1,4.0,4.0,0.0
5520,1,4.0,4.0,0.0
5521,2,5.0,5.0,0.0
5522,2,26.0,26.0,0.0
5523,2,78.0,78.0,0.0
5524,2,215.0,212.0,3.0
5525,2,388.0,377.0,11.0
5526,2,227.0,220.0,7.0
5527,2,86.0,81.0,5.0
5528,1,84.0,78.0,6.0
5529,1,120.0,114.0,6.0
5530,1,118.0,112.0,6.0
5531,1,117.0,104.0,13.0
5532,1,119.0,113.0,6.0
5533,1,197.0,178.0,19.0
5534,2,412.0,393.0,19.0
5535,1,383.0,374.0,9.0
5536,1,265.0,255.0,10.0
5537,1,177.0,172.0,5.0
5538,1,97.0,88.0,9.0
5539,1,71.0,70.0,1.0
5540,1,60.0,56.0,4.0
5541,1,25.0,24.0,1.0
5542,1,8.0,6.0,2.0
5543,1,5.0,3.0,2.0
5544,1,4.0,3.0,1.0
5545,1,3.0,3.0,0.0
5546,2,13.0,13.0,0.0
5547,2,70.0,69.0,1.0
5548,2,205.0,201.0,4.0
5549,1,447.0,436.0,11.0
5550,1,241.0,237.0,4.0
5551,1,116.0,102.0,14.0
5552,1,138.0,130.0,8.0
5553,1,191.0,168.0,23.0
5554,1,204.0,188.0,16.0
5555,1,178.0,152.0,26.0
5556,1,222.0,178.0,44.0
5557,1,294.0,259.0,35.0
5558,1,476.0,456.0,20.0
5559,1,419.0,391.0,28.0
5560,1,272.0,261.0,11.0
5561,1,177.0,163.0,14.0
5562,1,154.0,137.0,17.0
5563,1,135.0,123.0,12.0
5564,1,101.0,88.0,13.0
5565,1,79.0,77.0,2.0
5566,1,62.0,56.0,6.0
5567,1,38.0,36.0,2.0
5568,1,20.0,19.0,1.0
5569,1,10.0,9.0,1.0
5570,1,9.0,7.0,2.0
5571,1,7.0,7.0,0.0
5572,1,20.0,20.0,0.0
5573,1,64.0,64.0,0.0
5574,1,130.0,116.0,14.0
5575,1,203.0,160.0,43.0
5576,1,324.0,250.0,74.0
5577,1,376.0,276.0,100.0
5578,1,445.0,296.0,149.0
5579,1,512.0,356.0,156.0
5580,1,449.0,317.0,132.0
5581,2,401.0,268.0,133.0
5582,2,322.0,235.0,87.0
5583,1,297.0,248.0,49.0
5584,1,215.0,171.0,44.0
5585,1,170.0,149.0,21.0
5586,1,140.0,118.0,22.0
5587,1,109.0,93.0,16.0
5588,1,119.0,103.0,16.0
5589,1,91.0,77.0,14.0
5590,1,72.0,62.0,10.0
5591,1,67.0,57.0,10.0
5592,1,32.0,26.0,6.0
5593,1,6.0,4.0,2.0
5594,2,2.0,2.0,0.0
5595,2,2.0,2.0,0.0
5596,2,24.0,23.0,1.0
5597,1,57.0,53.0,4.0
5598,1,125.0,102.0,23.0
5599,1,208.0,181.0,27.0
5600,1,256.0,201.0,55.0
5601,1,351.0,273.0,78.0
5602,1,343.0,266.0,77.0
5603,1,328.0,253.0,75.0
5604,1,330.0,241.0,89.0
5605,1,314.0,256.0,58.0
5606,1,219.0,197.0,22.0
5607,1,181.0,162.0,19.0
5608,1,112.0,104.0,8.0
5609,1,126.0,119.0,7.0
5610,1,91.0,81.0,10.0
5611,1,58.0,54.0,4.0
5612,1,30.0,30.0,0.0
5613,1,15.0,12.0,3.0
5614,1,5.0,4.0,1.0
5615,1,5.0,3.0,2.0
5616,1,3.0,3.0,0.0
5617,1,4.0,4.0,0.0
5618,2,21.0,21.0,0.0
5619,2,88.0,85.0,3.0
5620,2,240.0,239.0,1.0
5621,2,420.0,407.0,13.0
5622,2,197.0,188.0,9.0
5623,1,108.0,95.0,13.0
5624,2,88.0,82.0,6.0
5625,2,103.0,93.0,10.0
5626,2,80.0,77.0,3.0
5627,3,50.0,45.0,5.0
5628,3,69.0,64.0,5.0
5629,3,49.0,46.0,3.0
5630,3,152.0,147.0,5.0
5631,4,164.0,158.0,6.0
5632,3,190.0,187.0,3.0
5633,2,132.0,127.0,5.0
5634,2,79.0,78.0,1.0
5635,2,62.0,54.0,8.0
5636,2,52.0,51.0,1.0
5637,2,14.0,14.0,0.0
5638,2,5.0,3.0,2.0
5639,2,4.0,2.0,2.0
5640,2,4.0,4.0,0.0
5641,1,23.0,23.0,0.0
5642,2,79.0,79.0,0.0
5643,2,222.0,219.0,3.0
5644,2,471.0,465.0,6.0
5645,2,195.0,184.0,11.0
5646,2,83.0,80.0,3.0
5647,1,101.0,93.0,8.0
5648,1,140.0,127.0,13.0
5649,1,178.0,163.0,15.0
5650,1,106.0,96.0,10.0
5651,1,136.0,119.0,17.0
5652,1,240.0,225.0,15.0
5653,1,460.0,446.0,14.0
5654,1,385.0,372.0,13.0
5655,1,281.0,270.0,11.0
5656,1,200.0,190.0,10.0
5657,1,116.0,109.0,7.0
5658,1,114.0,104.0,10.0
5659,1,41.0,38.0,3.0
5660,1,28.0,26.0,2.0
5661,1,7.0,6.0,1.0
5662,1,5.0,5.0,0.0
5663,1,4.0,4.0,0.0
5664,1,2.0,2.0,0.0
5665,1,22.0,22.0,0.0
5666,1,74.0,72.0,2.0
5667,1,256.0,247.0,9.0
5668,1,499.0,488.0,11.0
5669,2,225.0,218.0,7.0
5670,2,97.0,84.0,13.0
5671,2,99.0,90.0,9.0
5672,3,55.0,51.0,4.0
5673,3,65.0,57.0,8.0
5674,3,73.0,70.0,3.0
5675,2,79.0,73.0,6.0
5676,2,118.0,112.0,6.0
5677,3,134.0,128.0,6.0
5678,3,98.0,96.0,2.0
5679,3,93.0,92.0,1.0
5680,3,57.0,55.0,2.0
5681,3,29.0,29.0,0.0
5682,3,49.0,49.0,0.0
5683,3,9.0,9.0,0.0
5684,3,3.0,3.0,0.0
5685,3,3.0,3.0,0.0
5686,3,2.0,1.0,1.0
5687,3,3.0,3.0,0.0
5688,3,2.0,2.0,0.0
5689,3,16.0,16.0,0.0
5690,3,89.0,88.0,1.0
5691,2,220.0,218.0,2.0
5692,1,508.0,497.0,11.0
5693,1,230.0,220.0,10.0
5694,1,90.0,84.0,6.0
5695,2,119.0,101.0,18.0
5696,2,144.0,130.0,14.0
5697,1,183.0,170.0,13.0
5698,1,156.0,132.0,24.0
5699,1,188.0,156.0,32.0
5700,1,281.0,248.0,33.0
5701,1,495.0,472.0,23.0
5702,1,421.0,399.0,22.0
5703,2,330.0,313.0,17.0
5704,2,240.0,229.0,11.0
5705,1,174.0,162.0,12.0
5706,1,133.0,121.0,12.0
5707,1,67.0,60.0,7.0
5708,2,42.0,38.0,4.0
5709,2,12.0,12.0,0.0
5710,1,14.0,13.0,1.0
5711,1,7.0,4.0,3.0
5712,3,3.0,2.0,1.0
5713,2,21.0,21.0,0.0
5714,2,73.0,71.0,2.0
5715,1,177.0,174.0,3.0
5716,1,419.0,408.0,11.0
5717,1,214.0,204.0,10.0
5718,1,103.0,101.0,2.0
5719,1,114.0,102.0,12.0
5720,1,154.0,140.0,14.0
5721,1,154.0,140.0,14.0
5722,1,129.0,119.0,10.0
5723,1,138.0,123.0,15.0
5724,1,233.0,215.0,18.0
5725,1,332.0,317.0,15.0
5726,1,301.0,294.0,7.0
5727,1,206.0,199.0,7.0
5728,1,136.0,130.0,6.0
5729,1,102.0,95.0,7.0
5730,1,65.0,58.0,7.0
5731,1,65.0,60.0,5.0
5732,1,44.0,42.0,2.0
5733,1,50.0,44.0,6.0
5734,1,38.0,32.0,6.0
5735,1,20.0,14.0,6.0
5736,1,3.0,3.0,0.0
5737,1,4.0,4.0,0.0
5738,1,5.0,5.0,0.0
5739,1,24.0,24.0,0.0
5740,1,92.0,89.0,3.0
5741,1,81.0,78.0,3.0
5742,1,149.0,135.0,14.0
5743,1,178.0,150.0,28.0
5744,1,219.0,189.0,30.0
5745,1,220.0,182.0,38.0
5746,1,231.0,179.0,52.0
5747,1,226.0,177.0,49.0
5748,1,206.0,178.0,28.0
5749,1,144.0,129.0,15.0
5750,1,143.0,122.0,21.0
5751,1,102.0,90.0,12.0
5752,1,103.0,95.0,8.0
5753,1,69.0,66.0,3.0
5754,1,66.0,62.0,4.0
5755,1,76.0,71.0,5.0
5756,1,59.0,50.0,9.0
5757,2,42.0,40.0,2.0
5758,2,43.0,38.0,5.0
5759,2,25.0,24.0,1.0
5760,2,6.0,5.0,1.0
5761,2,5.0,5.0,0.0
5762,2,8.0,7.0,1.0
5763,1,17.0,14.0,3.0
5764,1,36.0,34.0,2.0
5765,1,90.0,80.0,10.0
5766,1,126.0,115.0,11.0
5767,1,165.0,144.0,21.0
5768,1,234.0,192.0,42.0
5769,1,224.0,184.0,40.0
5770,1,188.0,163.0,25.0
5771,1,206.0,173.0,33.0
5772,1,205.0,174.0,31.0
5773,1,146.0,131.0,15.0
5774,1,120.0,113.0,7.0
5775,1,110.0,101.0,9.0
5776,1,95.0,85.0,10.0
5777,1,72.0,71.0,1.0
5778,1,60.0,58.0,2.0
5779,1,29.0,26.0,3.0
5780,1,25.0,23.0,2.0
5781,1,20.0,18.0,2.0
5782,1,17.0,14.0,3.0
5783,1,3.0,3.0,0.0
5784,1,8.0,6.0,2.0
5785,1,6.0,5.0,1.0
5786,1,13.0,13.0,0.0
5787,1,33.0,28.0,5.0
5788,1,78.0,75.0,3.0
5789,1,96.0,89.0,7.0
5790,2,126.0,107.0,19.0
5791,1,179.0,158.0,21.0
5792,1,185.0,165.0,20.0
5793,2,228.0,202.0,26.0
5794,1,181.0,158.0,23.0
5795,1,192.0,175.0,17.0
5796,1,180.0,158.0,22.0
5797,1,193.0,174.0,19.0
5798,1,181.0,175.0,6.0
5799,1,144.0,134.0,10.0
5800,1,90.0,88.0,2.0
5801,1,49.0,46.0,3.0
5802,2,43.0,39.0,4.0
5803,3,28.0,28.0,0.0
5804,2,12.0,12.0,0.0
5805,2,2.0,2.0,0.0
5806,3,12.0,12.0,0.0
5807,3,2.0,2.0,0.0
5808,3,13.0,13.0,0.0
5809,3,57.0,57.0,0.0
5810,3,126.0,121.0,5.0
5811,3,93.0,90.0,3.0
5812,3,68.0,61.0,7.0
5813,3,62.0,61.0,1.0
5814,2,75.0,73.0,2.0
5815,2,86.0,83.0,3.0
5816,2,103.0,95.0,8.0
5817,1,132.0,120.0,12.0
5818,1,129.0,123.0,6.0
5819,1,219.0,205.0,14.0
5820,1,462.0,442.0,20.0
5821,1,463.0,451.0,12.0
5822,1,308.0,297.0,11.0
5823,1,180.0,169.0,11.0
5824,1,180.0,174.0,6.0
5825,1,90.0,85.0,5.0
5826,1,61.0,60.0,1.0
5827,2,17.0,14.0,3.0
5828,2,10.0,10.0,0.0
5829,2,2.0,1.0,1.0
5830,2,4.0,3.0,1.0
5831,1,1.0,1.0,0.0
5832,1,29.0,29.0,0.0
5833,1,88.0,88.0,0.0
5834,1,263.0,262.0,1.0
5835,1,489.0,474.0,15.0
5836,1,202.0,196.0,6.0
5837,1,93.0,88.0,5.0
5838,1,114.0,110.0,4.0
5839,1,161.0,155.0,6.0
5840,1,130.0,124.0,6.0
5841,1,105.0,98.0,7.0
5842,1,130.0,122.0,8.0
5843,1,176.0,163.0,13.0
5844,1,346.0,338.0,8.0
5845,1,355.0,347.0,8.0
5846,1,256.0,251.0,5.0
5847,1,165.0,164.0,1.0
5848,1,124.0,119.0,5.0
5849,1,78.0,74.0,4.0
5850,1,38.0,36.0,2.0
5851,1,16.0,16.0,0.0
5852,1,5.0,5.0,0.0
5853,1,3.0,3.0,0.0
5854,1,4.0,4.0,0.0
5855,1,1.0,1.0,0.0
5856,1,19.0,19.0,0.0
5857,1,86.0,86.0,0.0
5858,1,206.0,204.0,2.0
5859,1,423.0,414.0,9.0
5860,1,210.0,204.0,6.0
5861,1,108.0,98.0,10.0
5862,1,99.0,93.0,6.0
5863,1,111.0,106.0,5.0
5864,1,124.0,118.0,6.0
5865,1,119.0,104.0,15.0
5866,1,127.0,118.0,9.0
5867,1,193.0,185.0,8.0
5868,2,385.0,364.0,21.0
5869,2,361.0,345.0,16.0
5870,2,234.0,229.0,5.0
5871,1,191.0,184.0,7.0
5872,1,121.0,117.0,4.0
5873,2,90.0,90.0,0.0
5874,1,56.0,55.0,1.0
5875,1,31.0,31.0,0.0
5876,1,4.0,4.0,0.0
5877,1,7.0,6.0,1.0
5878,1,3.0,3.0,0.0
5879,1,1.0,1.0,0.0
5880,1,18.0,18.0,0.0
5881,3,67.0,67.0,0.0
5882,3,208.0,201.0,7.0
5883,3,520.0,505.0,15.0
5884,2,276.0,267.0,9.0
5885,1,133.0,124.0,9.0
5886,1,143.0,116.0,27.0
5887,1,179.0,153.0,26.0
5888,1,186.0,174.0,12.0
5889,1,192.0,159.0,33.0
5890,1,194.0,169.0,25.0
5891,1,283.0,261.0,22.0
5892,1,539.0,508.0,31.0
5893,1,526.0,514.0,12.0
5894,1,335.0,315.0,20.0
5895,1,264.0,254.0,10.0
5896,1,233.0,217.0,16.0
5897,1,140.0,133.0,7.0
5898,1,97.0,75.0,22.0
5899,1,31.0,24.0,7.0
5900,2,17.0,14.0,3.0
5901,2,9.0,7.0,2.0
5902,2,2.0,2.0,0.0
5903,3,1.0,1.0,0.0
5904,3,19.0,19.0,0.0
5905,3,74.0,73.0,1.0
5906,3,205.0,201.0,4.0
5907,3,445.0,436.0,9.0
5908,3,228.0,213.0,15.0
5909,3,78.0,72.0,6.0
5910,3,105.0,99.0,6.0
5911,1,148.0,140.0,8.0
5912,2,137.0,124.0,13.0
5913,1,141.0,129.0,12.0
5914,1,174.0,150.0,24.0
5915,1,229.0,211.0,18.0
5916,1,450.0,437.0,13.0
5917,1,410.0,393.0,17.0
5918,1,327.0,311.0,16.0
5919,1,213.0,204.0,9.0
5920,1,148.0,144.0,4.0
5921,1,109.0,106.0,3.0
5922,1,61.0,61.0,0.0
5923,1,38.0,37.0,1.0
5924,1,22.0,19.0,3.0
5925,1,6.0,6.0,0.0
5926,1,4.0,4.0,0.0
5927,1,2.0,2.0,0.0
5928,1,17.0,17.0,0.0
5929,1,88.0,88.0,0.0
5930,1,226.0,216.0,10.0
5931,1,441.0,429.0,12.0
5932,1,270.0,252.0,18.0
5933,1,129.0,114.0,15.0
5934,1,164.0,149.0,15.0
5935,1,216.0,191.0,25.0
5936,1,198.0,173.0,25.0
5937,1,170.0,148.0,22.0
5938,1,216.0,168.0,48.0
5939,1,311.0,275.0,36.0
5940,1,488.0,458.0,30.0
5941,1,385.0,368.0,17.0
5942,1,267.0,256.0,11.0
5943,1,163.0,155.0,8.0
5944,1,134.0,126.0,8.0
5945,1,119.0,116.0,3.0
5946,1,77.0,74.0,3.0
5947,1,86.0,76.0,10.0
5948,1,43.0,43.0,0.0
5949,1,44.0,38.0,6.0
5950,1,18.0,17.0,1.0
5951,1,6.0,5.0,1.0
5952,1,4.0,3.0,1.0
5953,1,5.0,4.0,1.0
5954,2,28.0,27.0,1.0
5955,1,90.0,86.0,4.0
5956,1,157.0,141.0,16.0
5957,1,224.0,193.0,31.0
5958,1,270.0,224.0,46.0
5959,2,300.0,260.0,40.0
5960,2,302.0,244.0,58.0
5961,2,276.0,229.0,47.0
5962,2,305.0,244.0,61.0
5963,2,143.0,123.0,20.0
5964,3,67.0,54.0,13.0
5965,3,64.0,58.0,6.0
5966,3,80.0,75.0,5.0
5967,3,77.0,73.0,4.0
5968,3,78.0,74.0,4.0
5969,2,95.0,91.0,4.0
5970,2,70.0,66.0,4.0
5971,2,61.0,58.0,3.0
5972,2,51.0,46.0,5.0
5973,2,63.0,59.0,4.0
5974,3,17.0,13.0,4.0
5975,2,9.0,9.0,0.0
5976,3,4.0,4.0,0.0
5977,2,4.0,4.0,0.0
5978,2,16.0,16.0,0.0
5979,2,62.0,58.0,4.0
5980,2,92.0,83.0,9.0
5981,2,148.0,138.0,10.0
5982,2,182.0,160.0,22.0
5983,2,248.0,223.0,25.0
5984,2,274.0,241.0,33.0
5985,1,243.0,203.0,40.0
5986,2,272.0,217.0,55.0
5987,1,296.0,261.0,35.0
5988,1,306.0,275.0,31.0
5989,1,181.0,171.0,10.0
5990,1,69.0,63.0,6.0
5991,1,50.0,47.0,3.0
5992,1,66.0,60.0,6.0
5993,1,191.0,182.0,9.0
5994,1,42.0,38.0,4.0
5995,1,21.0,14.0,7.0
5996,1,6.0,6.0,0.0
5997,1,3.0,3.0,0.0
5998,1,2.0,2.0,0.0
5999,1,17.0,17.0,0.0
6000,1,72.0,72.0,0.0
6001,1,234.0,229.0,5.0
6002,1,444.0,434.0,10.0
6003,1,277.0,269.0,8.0
6004,1,116.0,96.0,20.0
6005,1,116.0,104.0,12.0
6006,1,150.0,131.0,19.0
6007,1,141.0,124.0,17.0
6008,1,140.0,126.0,14.0
6009,1,171.0,146.0,25.0
6010,1,228.0,215.0,13.0
6011,1,430.0,417.0,13.0
6012,1,437.0,426.0,11.0
6013,1,291.0,284.0,7.0
6014,1,201.0,194.0,7.0
6015,1,154.0,143.0,11.0
6016,1,87.0,83.0,4.0
6017,1,46.0,43.0,3.0
6018,1,23.0,22.0,1.0
6019,1,14.0,6.0,8.0
6020,1,4.0,4.0,0.0
6021,2,2.0,1.0,1.0
6022,2,3.0,3.0,0.0
6023,1,15.0,15.0,0.0
6024,1,100.0,98.0,2.0
6025,1,299.0,293.0,6.0
6026,1,529.0,522.0,7.0
6027,1,289.0,278.0,11.0
6028,1,116.0,104.0,12.0
6029,1,129.0,120.0,9.0
6030,1,172.0,163.0,9.0
6031,1,184.0,169.0,15.0
6032,1,138.0,127.0,11.0
6033,1,146.0,133.0,13.0
6034,1,276.0,257.0,19.0
6035,1,509.0,494.0,15.0
6036,1,518.0,508.0,10.0
6037,1,338.0,327.0,11.0
6038,1,212.0,206.0,6.0
6039,1,190.0,170.0,20.0
6040,1,118.0,107.0,11.0
6041,1,51.0,49.0,2.0
6042,1,23.0,21.0,2.0
6043,1,10.0,9.0,1.0
6044,1,1.0,1.0,0.0
6045,1,1.0,1.0,0.0
6046,1,1.0,1.0,0.0
6047,1,20.0,20.0,0.0
6048,2,98.0,95.0,3.0
6049,2,281.0,276.0,5.0
6050,2,508.0,495.0,13.0
6051,2,253.0,245.0,8.0
6052,2,108.0,107.0,1.0
6053,2,102.0,97.0,5.0
6054,2,138.0,124.0,14.0
6055,2,126.0,111.0,15.0
6056,2,108.0,100.0,8.0
6057,3,54.0,49.0,5.0
6058,3,75.0,73.0,2.0
6059,3,155.0,147.0,8.0
6060,3,167.0,163.0,4.0
6061,3,161.0,158.0,3.0
6062,3,125.0,122.0,3.0
6063,3,129.0,126.0,3.0
6064,2,98.0,95.0,3.0
6065,2,60.0,57.0,3.0
6066,2,26.0,23.0,3.0
6067,2,12.0,10.0,2.0
6068,1,2.0,2.0,0.0
6069,1,4.0,4.0,0.0
6070,2,1.0,1.0,0.0
6071,1,18.0,18.0,0.0
6072,1,76.0,75.0,1.0
6073,1,267.0,263.0,4.0
6074,1,484.0,473.0,11.0
6075,1,238.0,229.0,9.0
6076,1,97.0,90.0,7.0
6077,1,99.0,95.0,4.0
6078,1,158.0,148.0,10.0
6079,1,154.0,144.0,10.0
6080,1,144.0,126.0,18.0
6081,1,134.0,120.0,14.0
6082,1,238.0,223.0,15.0
6083,1,399.0,387.0,12.0
6084,1,417.0,404.0,13.0
6085,1,295.0,287.0,8.0
6086,1,199.0,197.0,2.0
6087,1,177.0,169.0,8.0
6088,2,107.0,104.0,3.0
6089,2,84.0,75.0,9.0
6090,2,43.0,39.0,4.0
6091,2,13.0,11.0,2.0
6092,1,16.0,9.0,7.0
6093,1,5.0,5.0,0.0
6094,1,2.0,2.0,0.0
6095,1,17.0,17.0,0.0
6096,1,64.0,61.0,3.0
6097,1,230.0,225.0,5.0
6098,1,448.0,447.0,1.0
6099,1,275.0,265.0,10.0
6100,2,124.0,119.0,5.0
6101,2,153.0,134.0,19.0
6102,2,176.0,168.0,8.0
6103,2,192.0,170.0,22.0
6104,2,146.0,138.0,8.0
6105,2,191.0,164.0,27.0
6106,2,268.0,240.0,28.0
6107,2,396.0,381.0,15.0
6108,3,359.0,345.0,14.0
6109,2,262.0,246.0,16.0
6110,2,151.0,144.0,7.0
6111,2,122.0,108.0,14.0
6112,2,113.0,102.0,11.0
6113,2,65.0,64.0,1.0
6114,2,53.0,50.0,3.0
6115,3,45.0,43.0,2.0
6116,3,26.0,24.0,2.0
6117,3,9.0,9.0,0.0
6118,3,4.0,4.0,0.0
6119,3,2.0,2.0,0.0
6120,3,9.0,8.0,1.0
6121,3,19.0,19.0,0.0
6122,3,78.0,77.0,1.0
6123,3,90.0,85.0,5.0
6124,3,166.0,143.0,23.0
6125,2,183.0,157.0,26.0
6126,2,221.0,196.0,25.0
6127,2,235.0,217.0,18.0
6128,2,243.0,205.0,38.0
6129,2,124.0,112.0,12.0
6130,3,146.0,134.0,12.0
6131,3,144.0,131.0,13.0
6132,2,108.0,105.0,3.0
6133,2,87.0,85.0,2.0
6134,2,63.0,62.0,1.0
6135,1,48.0,43.0,5.0
6136,2,46.0,46.0,0.0
6137,3,20.0,20.0,0.0
6138,3,21.0,21.0,0.0
6139,3,24.0,24.0,0.0
6140,2,27.0,26.0,1.0
6141,2,14.0,14.0,0.0
6142,2,1.0,1.0,0.0
6143,1,3.0,3.0,0.0
6144,1,2.0,2.0,0.0
6145,1,18.0,18.0,0.0
6146,1,26.0,26.0,0.0
6147,1,63.0,60.0,3.0
6148,1,91.0,83.0,8.0
6149,1,124.0,121.0,3.0
6150,1,140.0,133.0,7.0
6151,1,138.0,128.0,10.0
6152,1,111.0,102.0,9.0
6153,1,155.0,150.0,5.0
6154,1,164.0,148.0,16.0
6155,1,87.0,83.0,4.0
6156,1,96.0,92.0,4.0
6157,1,80.0,78.0,2.0
6158,1,57.0,56.0,1.0
6159,1,36.0,36.0,0.0
6160,1,28.0,28.0,0.0
6161,1,23.0,23.0,0.0
6162,1,9.0,9.0,0.0
6163,1,6.0,6.0,0.0
6164,1,4.0,4.0,0.0
6165,1,1.0,1.0,0.0
6166,1,2.0,2.0,0.0
6167,1,17.0,17.0,0.0
6168,1,72.0,71.0,1.0
6169,1,195.0,194.0,1.0
6170,1,417.0,413.0,4.0
6171,1,205.0,198.0,7.0
6172,1,71.0,70.0,1.0
6173,1,90.0,85.0,5.0
6174,1,118.0,111.0,7.0
6175,1,140.0,129.0,11.0
6176,1,135.0,125.0,10.0
6177,1,155.0,145.0,10.0
6178,1,211.0,206.0,5.0
6179,1,407.0,399.0,8.0
6180,1,405.0,399.0,6.0
6181,1,263.0,256.0,7.0
6182,1,214.0,210.0,4.0
6183,1,147.0,145.0,2.0
6184,1,102.0,99.0,3.0
6185,1,36.0,34.0,2.0
6186,2,14.0,14.0,0.0
6187,2,6.0,6.0,0.0
6188,2,3.0,3.0,0.0
6189,2,3.0,3.0,0.0
6190,2,2.0,2.0,0.0
6191,2,22.0,20.0,2.0
6192,2,90.0,89.0,1.0
6193,2,280.0,276.0,4.0
6194,2,513.0,510.0,3.0
6195,2,262.0,256.0,6.0
6196,2,98.0,90.0,8.0
6197,2,112.0,107.0,5.0
6198,2,172.0,162.0,10.0
6199,2,173.0,167.0,6.0
6200,1,124.0,111.0,13.0
6201,2,145.0,138.0,7.0
6202,1,266.0,251.0,15.0
6203,1,523.0,504.0,19.0
6204,2,406.0,398.0,8.0
6205,2,281.0,270.0,11.0
6206,2,184.0,178.0,6.0
6207,2,109.0,105.0,4.0
6208,2,77.0,72.0,5.0
6209,2,57.0,55.0,2.0
6210,1,22.0,22.0,0.0
6211,1,5.0,5.0,0.0
6212,1,4.0,4.0,0.0
6213,1,3.0,3.0,0.0
6214,1,1.0,1.0,0.0
6215,1,25.0,25.0,0.0
6216,1,95.0,92.0,3.0
6217,2,321.0,318.0,3.0
6218,1,515.0,508.0,7.0
6219,1,231.0,226.0,5.0
6220,1,120.0,108.0,12.0
6221,1,138.0,125.0,13.0
6222,1,163.0,152.0,11.0
6223,1,170.0,159.0,11.0
6224,1,134.0,128.0,6.0
6225,1,171.0,164.0,7.0
6226,1,231.0,222.0,9.0
6227,1,487.0,470.0,17.0
6228,1,468.0,459.0,9.0
6229,1,311.0,302.0,9.0
6230,1,211.0,207.0,4.0
6231,1,178.0,170.0,8.0
6232,1,107.0,104.0,3.0
6233,1,58.0,54.0,4.0
6234,2,23.0,22.0,1.0
6235,2,5.0,5.0,0.0
6236,2,7.0,6.0,1.0
6237,2,1.0,1.0,0.0
6238,3,3.0,3.0,0.0
6239,2,20.0,20.0,0.0
6240,2,87.0,83.0,4.0
6241,2,288.0,285.0,3.0
6242,2,498.0,489.0,9.0
6243,2,202.0,199.0,3.0
6244,3,44.0,42.0,2.0
6245,3,71.0,69.0,2.0
6246,3,45.0,44.0,1.0
6247,3,64.0,62.0,2.0
6248,3,31.0,30.0,1.0
6249,3,53.0,50.0,3.0
6250,3,118.0,110.0,8.0
6251,3,289.0,281.0,8.0
6252,3,353.0,345.0,8.0
6253,2,258.0,254.0,4.0
6254,2,216.0,211.0,5.0
6255,2,145.0,142.0,3.0
