count,registered,casual,hour1,temp,humidity,year1,season,windspeed
147,112,35,11,24.6,49,2011,4,7.0015
201,159,42,12,25.42,43,2011,4,6.0032
219,171,48,13,26.24,38,2011,4,12.998
169,137,32,14,25.42,41,2011,4,11.0014
205,139,66,15,25.42,50,2011,4,12.998
304,246,58,16,25.42,57,2011,4,16.9979
625,553,72,17,24.6,60,2011,4,8.9981
570,512,58,18,22.96,68,2011,4,7.0015
317,286,31,19,22.96,60,2011,4,7.0015
227,204,23,20,22.14,64,2011,4,11.0014
206,178,28,21,22.14,68,2011,4,8.9981
137,115,22,22,21.32,77,2011,4,11.0014
70,63,7,23,21.32,77,2011,4,12.998
34,23,11,0,21.32,77,2011,4,12.998
16,9,7,1,21.32,77,2011,4,12.998
7,6,1,2,21.32,77,2011,4,12.998
3,3,0,4,20.5,94,2011,4,12.998
3,3,0,5,20.5,100,2011,4,7.0015
31,28,3,6,21.32,83,2011,4,16.9979
68,67,1,7,21.32,77,2011,4,16.9979
210,200,10,8,22.14,70,2011,4,32.9975
202,185,17,9,21.32,88,2011,4,32.9975
123,109,14,10,21.32,88,2011,4,32.9975
149,116,33,11,21.32,94,2011,4,16.9979
130,117,13,12,21.32,94,2011,4,22.0028
106,86,20,13,22.14,94,2011,4,19.0012
97,80,17,14,22.14,94,2011,4,11.0014
120,99,21,15,22.14,100,2011,4,8.9981
201,180,21,16,22.96,94,2011,4,11.0014
181,170,11,17,22.96,94,2011,4,11.0014
140,132,8,18,22.96,100,2011,4,11.0014
197,189,8,19,24.6,88,2011,4,8.9981
145,140,5,20,24.6,94,2011,4,6.0032
85,79,6,21,23.78,94,2011,4,8.9981
107,94,13,22,23.78,94,2011,4,23.9994
69,55,14,23,23.78,94,2011,4,23.9994
21,18,3,0,14.76,87,2011,4,11.0014
11,8,3,1,14.76,81,2011,4,8.9981
4,3,1,2,14.76,81,2011,4,11.0014
6,5,1,3,14.76,81,2011,4,8.9981
8,7,1,4,13.94,81,2011,4,15.0013
18,18,0,5,13.12,81,2011,4,12.998
93,90,3,6,13.12,81,2011,4,12.998
254,246,8,7,13.94,76,2011,4,12.998
419,402,17,8,14.76,71,2011,4,16.9979
222,206,16,9,16.4,66,2011,4,11.0014
135,114,21,10,18.04,62,2011,4,8.9981
117,101,16,11,18.86,63,2011,4,7.0015
176,153,23,12,20.5,48,2011,4,6.0032
167,147,20,13,19.68,55,2011,4,12.998
150,118,32,14,20.5,48,2011,4,16.9979
186,148,38,15,20.5,45,2011,4,8.9981
298,252,46,16,19.68,44,2011,4,11.0014
506,470,36,17,18.04,54,2011,4,11.0014
460,421,39,18,17.22,58,2011,4,7.0015
313,274,39,19,17.22,58,2011,4,6.0032
209,191,18,20,16.4,71,2011,4,12.02745559
127,114,13,21,14.76,81,2011,4,9.731371489
96,91,5,22,14.76,81,2011,4,9.731371489
72,61,11,23,13.94,87,2011,4,7.711642334
19,19,0,0,13.12,87,2011,4,7.974812837
10,8,2,1,12.3,87,2011,4,8.131835574
2,2,0,2,12.3,87,2011,4,8.131835574
2,2,0,3,12.3,75,2011,4,8.711105548
4,4,0,4,12.3,87,2011,4,8.131835574
27,27,0,5,12.3,81,2011,4,8.553909896
92,91,1,6,12.3,81,2011,4,8.553909896
251,240,11,7,12.3,81,2011,4,8.553909896
472,452,20,8,13.12,87,2011,4,7.974812837
228,213,15,9,13.94,87,2011,4,7.711642334
133,108,25,10,16.4,71,2011,4,6.0032
144,117,27,11,17.22,71,2011,4,8.9981
189,157,32,12,18.86,55,2011,4,11.0014
161,139,22,13,19.68,48,2011,4,11.0014
172,132,40,14,20.5,45,2011,4,11.0014
187,161,26,15,19.68,51,2011,4,11.0014
266,231,35,16,19.68,51,2011,4,7.0015
553,523,30,17,18.04,62,2011,4,12.998
479,448,31,18,17.22,71,2011,4,11.0014
282,257,25,19,16.4,76,2011,4,8.9981
182,177,5,20,16.4,66,2011,4,8.9981
168,155,13,21,15.58,71,2011,4,8.9981
106,99,7,22,14.76,71,2011,4,8.9981
57,54,3,23,14.76,76,2011,4,6.0032
31,28,3,0,14.76,76,2011,4,6.0032
15,12,3,1,13.94,81,2011,4,8.9981
7,5,2,2,13.94,76,2011,4,8.9981
5,4,1,3,13.94,81,2011,4,8.9981
4,3,1,4,13.12,81,2011,4,6.0032
28,27,1,5,13.12,81,2011,4,8.9981
99,96,3,6,13.94,76,2011,4,12.998
292,280,12,7,13.12,81,2011,4,6.0032
402,394,8,8,13.94,81,2011,4,6.0032
164,155,9,9,14.76,81,2011,4,12.998
110,98,12,10,16.4,76,2011,4,12.998
120,108,12,11,18.04,67,2011,4,12.998
179,162,17,12,20.5,51,2011,4,12.998
169,150,19,13,21.32,48,2011,4,16.9979
152,120,32,14,21.32,52,2011,4,11.0014
162,138,24,15,21.32,52,2011,4,11.0014
267,234,33,16,21.32,48,2011,4,12.998
498,465,33,17,19.68,55,2011,4,6.0032
433,409,24,18,18.86,63,2011,4,8.9981
252,234,18,19,18.04,67,2011,4,6.0032
209,198,11,20,17.22,71,2011,4,7.0015
144,140,4,21,16.4,76,2011,4,8.9981
137,116,21,22,16.4,82,2011,4,10.0636606
95,80,15,23,16.4,82,2011,4,6.0032
43,32,11,0,16.4,82,2011,4,12.74331957
17,16,1,1,16.4,82,2011,4,12.74331957
10,8,2,2,16.4,76,2011,4,12.64127806
8,7,1,3,15.58,87,2011,4,11.0014
7,6,1,4,15.58,87,2011,4,6.0032
23,23,0,5,15.58,87,2011,4,10.97661873
66,64,2,6,15.58,87,2011,4,6.0032
245,235,10,7,16.4,86,2011,4,15.0013
395,387,8,8,16.4,87,2011,4,23.9994
254,239,15,9,17.22,71,2011,4,31.0009
134,115,19,10,17.22,71,2011,4,22.0028
162,128,34,11,18.04,67,2011,4,30.0026
197,153,44,12,19.68,55,2011,4,32.9975
194,161,33,13,18.04,51,2011,4,27.9993
201,147,54,14,18.04,47,2011,4,19.9995
237,192,45,15,18.86,44,2011,4,26.0027
290,237,53,16,18.86,36,2011,4,26.0027
480,438,42,17,17.22,38,2011,4,23.9994
374,339,35,18,17.22,32,2011,4,31.0009
196,182,14,19,16.4,37,2011,4,23.9994
186,171,15,20,14.76,43,2011,4,19.0012
123,115,8,21,13.94,46,2011,4,16.9979
115,109,6,22,13.94,46,2011,4,22.0028
89,72,17,23,13.12,49,2011,4,22.0028
52,48,4,0,13.12,45,2011,4,23.9994
62,57,5,1,13.12,45,2011,4,19.9995
31,24,7,2,12.3,52,2011,4,22.0028
8,8,0,3,12.3,52,2011,4,19.9995
8,5,3,4,11.48,56,2011,4,22.0028
2,2,0,5,10.66,60,2011,4,22.0028
23,20,3,6,10.66,60,2011,4,16.9979
34,31,3,7,10.66,60,2011,4,19.0012
84,80,4,8,11.48,56,2011,4,22.0028
141,111,30,9,12.3,56,2011,4,19.9995
227,171,56,10,13.12,53,2011,4,16.9979
238,169,69,11,14.76,46,2011,4,7.0015
372,235,137,12,14.76,46,2011,4,11.0014
355,207,148,13,16.4,37,2011,4,7.0015
386,227,159,14,17.22,35,2011,4,8.9981
343,202,141,15,16.4,37,2011,4,12.998
335,207,128,16,16.4,40,2011,4,15.0013
334,234,100,17,15.58,40,2011,4,11.0014
237,185,52,18,14.76,50,2011,4,6.0032
204,159,45,19,13.94,53,2011,4,8.291302367
165,136,29,20,13.12,66,2011,4,10.19314787
118,99,19,21,13.12,66,2011,4,10.19314787
82,72,10,22,12.3,65,2011,4,9.860572053
85,81,4,23,11.48,70,2011,4,9.739255505
75,65,10,0,11.48,75,2011,4,8.394830894
115,104,11,1,10.66,81,2011,4,8.097809221
29,23,6,2,10.66,81,2011,4,8.097809221
9,4,5,3,9.84,87,2011,4,7.500577855
6,6,0,4,9.84,87,2011,4,7.500577855
5,5,0,5,9.84,87,2011,4,8.9981
16,11,5,6,10.66,81,2011,4,6.0032
28,24,4,7,10.66,87,2011,4,7.0015
90,71,19,8,11.48,87,2011,4,6.0032
170,134,36,9,12.3,75,2011,4,6.0032
262,186,76,10,14.76,66,2011,4,6.0032
320,216,104,11,17.22,58,2011,4,6.0032
346,226,120,12,18.04,54,2011,4,14.69191899
314,209,105,13,18.86,51,2011,4,11.0014
320,219,101,14,18.86,55,2011,4,12.998
306,210,96,15,19.68,51,2011,4,12.998
347,263,84,16,18.86,55,2011,4,15.0013
256,185,71,17,18.04,62,2011,4,11.0014
185,146,39,18,17.22,71,2011,4,7.0015
151,130,21,19,15.58,76,2011,4,12.998
116,100,16,20,14.76,81,2011,4,7.0015
88,77,11,21,14.76,81,2011,4,6.0032
45,40,5,22,14.76,87,2011,4,9.375977942
50,43,7,23,13.94,87,2011,4,6.0032
15,14,1,0,13.94,87,2011,4,7.711642334
8,6,2,1,13.94,87,2011,4,7.711642334
2,2,0,2,13.12,93,2011,4,8.004298398
3,3,0,3,13.12,93,2011,4,8.004298398
6,4,2,4,13.12,93,2011,4,8.004298398
26,25,1,5,12.3,93,2011,4,8.104620954
99,97,2,6,11.48,93,2011,4,9.567973072
311,305,6,7,11.48,93,2011,4,9.567973072
410,397,13,8,12.3,100,2011,4,6.0032
174,156,18,9,13.94,100,2011,4,8.9981
123,95,28,10,14.76,93,2011,4,8.9981
128,100,28,11,17.22,77,2011,4,7.0015
179,158,21,12,18.86,67,2011,4,13.13710117
189,157,32,13,22.14,49,2011,4,6.0032
145,115,30,14,22.96,37,2011,4,11.0014
170,132,38,15,22.96,37,2011,4,7.0015
295,255,40,16,21.32,45,2011,4,15.84698914
528,489,39,17,20.5,45,2011,4,11.0014
425,407,18,18,18.86,59,2011,4,7.0015
300,280,20,19,18.86,59,2011,4,14.46699843
204,187,17,20,16.4,71,2011,4,12.02745559
139,129,10,21,15.58,82,2011,4,7.0015
108,102,6,22,14.76,81,2011,4,6.0032
48,47,1,23,14.76,87,2011,4,6.0032
18,18,0,0,13.94,87,2011,4,6.0032
11,8,3,1,13.12,93,2011,4,7.0015
1,1,0,2,13.12,87,2011,4,7.974812837
3,3,0,3,13.12,87,2011,4,7.974812837
4,4,0,4,12.3,87,2011,4,8.131835574
18,17,1,5,12.3,87,2011,4,6.0032
99,96,3,6,12.3,87,2011,4,8.131835574
323,316,7,7,12.3,87,2011,4,7.0015
466,455,11,8,13.12,93,2011,4,7.0015
191,177,14,9,14.76,87,2011,4,9.375977942
129,104,25,10,17.22,71,2011,4,6.0032
147,126,21,11,18.86,63,2011,4,8.9981
203,175,28,12,21.32,52,2011,4,8.9981
196,165,31,13,22.14,49,2011,4,11.0014
161,129,32,14,22.96,46,2011,4,7.0015
188,155,33,15,23.78,46,2011,4,7.0015
289,250,39,16,22.96,46,2011,4,8.9981
499,459,40,17,21.32,43,2011,4,11.0014
462,432,30,18,19.68,55,2011,4,8.9981
278,264,14,19,18.86,59,2011,4,14.46699843
181,169,12,20,16.4,76,2011,4,10.27295698
182,166,16,21,16.4,76,2011,4,10.27295698
108,95,13,22,14.76,87,2011,4,9.375977942
48,45,3,23,14.76,81,2011,4,9.731371489
13,13,0,0,14.76,87,2011,4,9.375977942
10,10,0,1,13.94,87,2011,4,7.711642334
5,5,0,2,13.12,93,2011,4,8.004298398
4,4,0,3,13.12,93,2011,4,8.004298398
4,4,0,4,13.12,87,2011,4,7.974812837
28,28,0,5,12.3,87,2011,4,8.131835574
98,98,0,6,12.3,87,2011,4,8.131835574
300,300,0,7,12.3,87,2011,4,8.131835574
456,437,19,8,13.12,93,2011,4,8.004298398
219,197,22,9,13.94,93,2011,4,7.751549846
105,89,16,10,16.4,76,2011,4,7.0015
152,131,21,11,18.86,67,2011,4,11.0014
180,156,24,12,20.5,51,2011,4,11.0014
167,136,31,13,20.5,51,2011,4,11.0014
179,153,26,14,21.32,48,2011,4,11.0014
151,130,21,15,21.32,45,2011,4,15.0013
281,257,24,16,21.32,48,2011,4,12.998
485,458,27,17,18.86,63,2011,4,7.0015
408,387,21,18,18.04,67,2011,4,7.0015
304,292,12,19,18.04,72,2011,4,7.0015
219,201,18,20,18.04,77,2011,4,10.96217887
161,152,9,21,16.4,87,2011,4,9.706168383
114,105,9,22,16.4,87,2011,4,9.706168383
66,61,5,23,15.58,87,2011,4,9.785193262
24,24,0,0,16.4,87,2011,4,9.706168383
11,10,1,1,16.4,87,2011,4,12.44226355
5,5,0,2,15.58,94,2011,4,9.928298378
11,11,0,3,15.58,94,2011,4,6.0032
3,2,1,4,15.58,94,2011,4,6.0032
23,22,1,5,14.76,100,2011,4,8.9981
114,110,4,6,14.76,100,2011,4,8.9981
272,266,6,7,15.58,94,2011,4,11.0014
436,418,18,8,16.4,94,2011,4,6.0032
211,188,23,9,17.22,94,2011,4,7.0015
117,100,17,10,18.04,88,2011,4,15.0013
108,99,9,11,18.86,67,2011,4,26.0027
167,149,18,12,17.22,67,2011,4,23.9994
96,87,9,13,14.76,81,2011,4,23.9994
64,58,6,14,14.76,87,2011,4,19.0012
62,57,5,15,14.76,81,2011,4,19.9995
73,67,6,16,14.76,81,2011,4,15.0013
177,168,9,17,14.76,81,2011,4,15.0013
273,263,10,18,14.76,81,2011,4,11.0014
211,192,19,19,14.76,71,2011,4,15.0013
168,160,8,20,14.76,62,2011,4,19.0012
136,130,6,21,14.76,57,2011,4,16.9979
89,84,5,22,14.76,53,2011,4,19.0012
82,73,9,23,13.94,57,2011,4,11.0014
66,56,10,0,13.94,53,2011,4,16.9979
19,16,3,1,13.12,57,2011,4,22.0028
11,10,1,2,13.12,57,2011,4,19.0012
6,6,0,3,12.3,61,2011,4,12.998
8,8,0,4,12.3,61,2011,4,12.998
13,13,0,5,12.3,49,2011,4,16.9979
46,46,0,6,11.48,45,2011,4,22.0028
121,116,5,7,11.48,45,2011,4,16.9979
258,249,9,8,12.3,42,2011,4,23.9994
201,186,15,9,13.12,45,2011,4,30.0026
200,162,38,10,13.12,42,2011,4,36.9974
170,150,20,11,13.94,42,2011,4,32.9975
239,198,41,12,13.94,42,2011,4,31.0009
236,179,57,13,15.58,37,2011,4,36.9974
247,183,64,14,15.58,37,2011,4,31.0009
216,187,29,15,14.76,37,2011,4,27.9993
238,189,49,16,14.76,34,2011,4,22.0028
310,286,24,17,13.94,39,2011,4,22.0028
208,185,23,18,13.94,39,2011,4,16.9979
199,182,17,19,13.12,39,2011,4,11.0014
109,97,12,20,13.12,39,2011,4,12.998
83,79,4,21,12.3,45,2011,4,11.0014
91,78,13,22,13.12,39,2011,4,12.998
73,67,6,23,12.3,45,2011,4,6.0032
64,52,12,0,9.84,60,2011,4,8.9981
54,45,9,1,9.84,60,2011,4,8.9981
46,39,7,2,9.84,65,2011,4,6.0032
17,13,4,3,9.84,70,2011,4,8.9981
7,7,0,4,8.2,80,2011,4,8.9981
4,3,1,5,9.02,75,2011,4,6.0032
7,7,0,6,9.02,75,2011,4,11.0014
27,24,3,7,9.02,75,2011,4,12.998
101,87,14,8,10.66,70,2011,4,12.998
160,142,18,9,12.3,61,2011,4,11.0014
232,170,62,10,13.94,61,2011,4,19.0012
315,213,102,11,15.58,54,2011,4,19.0012
366,224,142,12,18.04,44,2011,4,19.0012
353,225,128,13,19.68,36,2011,4,19.0012
435,244,191,14,20.5,36,2011,4,19.9995
386,221,165,15,21.32,29,2011,4,19.0012
361,224,137,16,21.32,32,2011,4,16.9979
285,193,92,17,20.5,34,2011,4,16.9979
203,150,53,18,17.22,58,2011,4,12.998
171,139,32,19,17.22,50,2011,4,16.9979
132,101,31,20,17.22,50,2011,4,19.0012
122,103,19,21,17.22,47,2011,4,19.0012
118,88,30,22,17.22,47,2011,4,16.9979
101,78,23,23,16.4,58,2011,4,11.0014
73,61,12,0,16.4,58,2011,4,12.998
71,58,13,1,14.76,66,2011,4,12.998
57,48,9,2,14.76,57,2011,4,7.0015
28,20,8,3,14.76,62,2011,4,8.9981
6,5,1,4,14.76,62,2011,4,8.9981
5,3,2,5,13.94,61,2011,4,11.0014
23,18,5,6,13.94,66,2011,4,8.9981
43,30,13,7,13.94,66,2011,4,15.0013
79,55,24,8,13.94,66,2011,4,6.0032
135,97,38,9,16.4,54,2011,4,19.0012
241,178,63,10,18.04,44,2011,4,22.0028
295,187,108,11,18.86,40,2011,4,27.9993
354,242,112,12,21.32,29,2011,4,27.9993
339,234,105,13,21.32,29,2011,4,27.9993
371,263,108,14,22.14,28,2011,4,32.9975
310,221,89,15,20.5,42,2011,4,22.0028
319,226,93,16,22.14,28,2011,4,26.0027
231,187,44,17,21.32,27,2011,4,22.0028
190,155,35,18,21.32,27,2011,4,22.0028
157,121,36,19,20.5,29,2011,4,23.9994
139,115,24,20,20.5,31,2011,4,23.9994
95,76,19,21,19.68,36,2011,4,16.9979
89,64,25,22,19.68,41,2011,4,26.0027
67,49,18,23,18.86,51,2011,4,19.9995
30,22,8,0,18.86,59,2011,4,19.0012
11,6,5,1,18.86,63,2011,4,19.9995
17,10,7,2,18.86,63,2011,4,23.9994
7,3,4,3,18.04,67,2011,4,19.0012
5,5,0,4,18.04,67,2011,4,15.0013
19,19,0,5,18.04,67,2011,4,16.9979
114,104,10,6,18.04,72,2011,4,15.0013
322,311,11,7,18.04,72,2011,4,16.9979
452,425,27,8,18.86,67,2011,4,12.998
233,204,29,9,19.68,67,2011,4,22.0028
111,85,26,10,20.5,63,2011,4,19.0012
128,106,22,11,22.14,60,2011,4,19.0012
202,166,36,12,22.96,56,2011,4,19.9995
203,153,50,13,24.6,49,2011,4,26.0027
185,138,47,14,25.42,46,2011,4,30.0026
195,142,53,15,26.24,44,2011,4,22.0028
315,264,51,16,25.42,46,2011,4,27.9993
519,464,55,17,25.42,46,2011,4,16.9979
489,460,29,18,22.96,56,2011,4,19.0012
302,274,28,19,24.6,53,2011,4,19.9995
240,210,30,20,24.6,53,2011,4,23.9994
213,176,37,21,24.6,53,2011,4,23.9994
113,96,17,22,23.78,56,2011,4,23.9994
61,48,13,23,22.96,64,2011,4,19.9995
22,15,7,0,22.96,64,2011,4,23.9994
10,5,5,1,22.96,60,2011,4,19.9995
15,8,7,2,22.96,64,2011,4,16.9979
4,4,0,3,22.14,68,2011,4,22.0028
7,6,1,4,22.96,64,2011,4,19.9995
28,26,2,5,22.14,68,2011,4,19.0012
108,104,4,6,22.96,64,2011,4,6.0032
319,298,21,7,22.14,68,2011,4,11.0014
480,453,27,8,22.14,68,2011,4,7.0015
200,174,26,9,22.96,64,2011,4,6.0032
138,115,23,10,22.96,64,2011,4,19.0012
134,116,18,11,22.96,64,2011,4,12.998
176,148,28,12,22.14,68,2011,4,13.43490928
153,132,21,13,22.14,60,2011,4,15.0013
147,120,27,14,22.14,60,2011,4,19.0012
191,155,36,15,22.14,60,2011,4,8.9981
271,240,31,16,21.32,68,2011,4,8.9981
451,422,29,17,20.5,72,2011,4,12.998
441,414,27,18,20.5,72,2011,4,19.0012
286,259,27,19,20.5,72,2011,4,23.9994
238,212,26,20,19.68,82,2011,4,8.9981
168,145,23,21,20.5,77,2011,4,6.0032
128,109,19,22,18.86,88,2011,4,7.0015
80,66,14,23,18.86,94,2011,4,7.0015
31,26,5,0,18.86,94,2011,4,11.49747768
5,5,0,1,18.86,94,2011,4,6.0032
10,6,4,2,18.86,94,2011,4,7.0015
5,3,2,3,18.86,94,2011,4,7.0015
4,3,1,4,18.04,100,2011,4,15.0013
13,13,0,5,18.86,94,2011,4,7.0015
56,52,4,6,18.86,94,2011,4,6.0032
137,130,7,7,18.86,94,2011,4,11.93222546
232,223,9,8,18.86,94,2011,4,11.93222546
82,77,5,9,18.86,94,2011,4,11.93222546
36,32,4,10,18.86,94,2011,4,11.93222546
60,53,7,11,18.86,94,2011,4,6.0032
54,49,5,12,18.86,100,2011,4,10.13073223
58,52,6,13,18.86,94,2011,4,8.9981
61,49,12,14,18.86,100,2011,4,8.9981
66,50,16,15,19.68,94,2011,4,7.0015
123,110,13,16,19.68,94,2011,4,7.0015
233,216,17,17,19.68,88,2011,4,12.998
189,176,13,18,18.86,88,2011,4,26.0027
111,108,3,19,18.86,88,2011,4,26.0027
99,94,5,20,18.04,88,2011,4,26.0027
75,72,3,21,18.04,88,2011,4,19.0012
46,45,1,22,17.22,88,2011,4,15.0013
31,28,3,23,17.22,88,2011,4,8.9981
24,22,2,0,17.22,88,2011,4,16.9979
5,5,0,1,17.22,82,2011,4,11.0014
5,5,0,2,17.22,82,2011,4,15.0013
3,3,0,3,17.22,77,2011,4,22.0028
4,3,1,4,16.4,62,2011,4,27.9993
22,21,1,5,13.94,71,2011,4,22.0028
75,72,3,6,14.76,57,2011,4,15.0013
168,164,4,7,13.94,61,2011,4,19.0012
355,343,12,8,13.94,61,2011,4,19.9995
198,184,14,9,13.94,61,2011,4,22.0028
81,74,7,10,13.94,61,2011,4,22.0028
97,93,4,11,13.12,66,2011,4,22.0028
121,115,6,12,13.94,53,2011,4,19.9995
124,109,15,13,13.94,49,2011,4,30.0026
110,105,5,14,13.94,49,2011,4,26.0027
116,106,10,15,13.94,49,2011,4,30.0026
195,187,8,16,13.12,39,2011,4,27.9993
399,379,20,17,13.12,42,2011,4,26.0027
307,298,9,18,13.12,39,2011,4,12.998
217,210,7,19,12.3,45,2011,4,15.0013
169,162,7,20,12.3,42,2011,4,19.0012
116,113,3,21,12.3,42,2011,4,16.9979
84,83,1,22,10.66,52,2011,4,16.9979
58,58,0,23,10.66,52,2011,4,15.0013
30,28,2,0,10.66,48,2011,4,11.0014
10,10,0,1,10.66,44,2011,4,22.0028
10,8,2,2,9.84,44,2011,4,15.0013
2,2,0,3,9.84,41,2011,4,19.0012
5,5,0,4,9.02,44,2011,4,11.0014
22,22,0,5,9.02,44,2011,4,8.9981
71,70,1,6,9.02,44,2011,4,6.0032
216,211,5,7,9.02,44,2011,4,11.0014
375,369,6,8,9.02,44,2011,4,12.998
213,207,6,9,10.66,41,2011,4,12.998
115,105,10,10,10.66,41,2011,4,19.0012
140,122,18,11,12.3,36,2011,4,8.9981
165,143,22,12,13.12,33,2011,4,9.120580214
177,146,31,13,13.94,31,2011,4,15.0013
154,123,31,14,13.94,31,2011,4,8.9981
178,151,27,15,13.94,29,2011,4,8.9981
209,190,19,16,13.94,29,2011,4,8.9981
378,361,17,17,13.12,31,2011,4,8.9981
328,312,16,18,12.3,36,2011,4,11.0014
190,183,7,19,11.48,41,2011,4,11.0014
137,129,8,20,11.48,48,2011,4,12.998
111,108,3,21,11.48,48,2011,4,11.0014
97,88,9,22,10.66,52,2011,4,7.0015
59,54,5,23,10.66,60,2011,4,8.9981
53,49,4,0,10.66,56,2011,4,12.998
35,34,1,1,10.66,52,2011,4,19.9995
46,34,12,2,9.84,56,2011,4,11.0014
15,11,4,3,10.66,48,2011,4,16.9979
8,4,4,4,10.66,48,2011,4,22.0028
2,2,0,5,9.84,56,2011,4,16.9979
12,10,2,6,9.84,60,2011,4,22.0028
41,38,3,7,9.84,60,2011,4,16.9979
92,80,12,8,10.66,56,2011,4,16.9979
142,130,12,9,11.48,52,2011,4,19.9995
200,165,35,10,13.12,45,2011,4,16.9979
233,183,50,11,14.76,40,2011,4,13.47541212
311,218,93,12,16.4,35,2011,4,19.0012
363,245,118,13,17.22,30,2011,4,19.0012
349,228,121,14,17.22,32,2011,4,19.9995
382,262,120,15,17.22,41,2011,4,12.998
287,188,99,16,17.22,38,2011,4,19.9995
232,171,61,17,16.4,40,2011,4,12.998
208,172,36,18,15.58,46,2011,4,8.9981
182,149,33,19,13.94,71,2011,4,8.9981
163,115,48,20,14.76,57,2011,4,7.0015
108,79,29,21,14.76,62,2011,4,12.998
106,80,26,22,15.58,62,2011,4,11.0014
93,73,20,23,15.58,62,2011,4,15.0013
20,19,1,0,11.48,52,2011,4,22.0028
10,9,1,1,10.66,60,2011,4,19.0012
9,8,1,2,10.66,56,2011,4,19.9995
7,6,1,3,10.66,56,2011,4,16.9979
1,1,0,4,10.66,56,2011,4,19.0012
24,23,1,5,10.66,56,2011,4,16.9979
97,92,5,6,9.84,65,2011,4,19.0012
276,265,11,7,9.84,65,2011,4,23.9994
477,462,15,8,10.66,60,2011,4,22.0028
224,215,9,9,12.3,52,2011,4,22.0028
93,86,7,10,13.12,53,2011,4,19.9995
102,95,7,11,13.94,49,2011,4,16.9979
148,139,9,12,14.76,46,2011,4,15.0013
154,137,17,13,16.4,40,2011,4,15.0013
150,130,20,14,16.4,40,2011,4,15.0013
154,144,10,15,16.4,40,2011,4,15.0013
201,192,9,16,16.4,40,2011,4,12.998
418,409,9,17,14.76,46,2011,4,8.9981
405,393,12,18,14.76,43,2011,4,7.0015
228,219,9,19,13.94,46,2011,4,7.0015
190,178,12,20,13.94,46,2011,4,7.0015
162,154,8,21,12.3,61,2011,4,7.0015
104,99,5,22,12.3,61,2011,4,10.02272287
73,70,3,23,10.66,70,2011,4,6.0032
38,32,6,0,10.66,70,2011,4,6.0032
15,14,1,1,9.84,75,2011,4,7.739902408
10,10,0,2,9.84,75,2011,4,7.739902408
1,1,0,3,9.02,80,2011,4,7.724001059
3,3,0,4,9.02,80,2011,4,7.724001059
23,23,0,5,9.02,80,2011,4,6.0032
87,84,3,6,9.02,80,2011,4,7.724001059
205,199,6,7,9.02,87,2011,4,6.0032
445,432,13,8,9.84,87,2011,4,7.498441808
246,234,12,9,11.48,81,2011,4,8.33648574
105,89,16,10,12.3,75,2011,4,15.0013
160,142,18,11,13.94,66,2011,4,11.0014
204,186,18,12,14.76,57,2011,4,8.9981
207,188,19,13,16.4,47,2011,4,8.9981
170,145,25,14,17.22,44,2011,4,7.0015
199,175,24,15,17.22,41,2011,4,6.0032
276,254,22,16,17.22,41,2011,4,6.0032
411,391,20,17,17.22,38,2011,4,17.12974777
372,362,10,18,16.4,50,2011,4,16.75008147
265,252,13,19,13.94,53,2011,4,16.9979
190,178,12,20,15.58,40,2011,4,19.0012
111,102,9,21,13.94,49,2011,4,12.998
102,95,7,22,13.12,53,2011,4,12.998
95,81,14,23,13.12,53,2011,4,19.0012
75,65,10,0,12.3,56,2011,4,16.9979
71,62,9,1,10.66,65,2011,4,12.998
50,41,9,2,10.66,65,2011,4,11.0014
9,5,4,3,9.84,70,2011,4,8.9981
8,7,1,4,9.02,75,2011,4,8.9981
6,6,0,5,9.84,70,2011,4,6.0032
11,10,1,6,9.84,65,2011,4,7.0015
26,24,2,7,9.02,75,2011,4,6.0032
63,62,1,8,9.84,75,2011,4,6.0032
124,99,25,9,10.66,70,2011,4,7.0015
195,173,22,10,13.12,61,2011,4,8.9981
275,227,48,11,13.12,57,2011,4,6.0032
358,280,78,12,14.76,50,2011,4,12.79503288
292,222,70,13,14.76,50,2011,4,6.0032
343,251,92,14,14.76,46,2011,4,12.9301571
337,237,100,15,15.58,46,2011,4,16.96197418
305,230,75,16,15.58,46,2011,4,16.96197418
232,186,46,17,14.76,62,2011,4,13.51494083
224,193,31,18,13.94,53,2011,4,8.9981
175,144,31,19,12.3,61,2011,4,6.0032
127,110,17,20,12.3,61,2011,4,6.0032
109,104,5,21,12.3,61,2011,4,6.0032
114,97,17,22,13.12,61,2011,4,6.0032
85,73,12,23,12.3,70,2011,4,8.9981
83,64,19,0,12.3,70,2011,4,7.0015
74,54,20,1,12.3,75,2011,4,6.0032
62,51,11,2,10.66,81,2011,4,8.097488228
41,34,7,3,11.48,75,2011,4,8.391438338
11,9,2,4,10.66,87,2011,4,7.74314885
4,2,2,5,10.66,81,2011,4,8.097488228
4,3,1,6,9.84,93,2011,4,7.52222641
26,23,3,7,10.66,87,2011,4,7.74314885
55,48,7,8,10.66,87,2011,4,7.74314885
126,114,12,9,12.3,81,2011,4,8.557582401
216,180,36,10,13.12,81,2011,4,8.9981
254,206,48,11,13.94,81,2011,4,11.0014
329,247,82,12,14.76,81,2011,4,11.0014
357,269,88,13,16.4,66,2011,4,15.0013
323,246,77,14,17.22,62,2011,4,8.9981
